perceptual_result,group_1,stimuliShown,block,stim1,stim2,response,rt,reward,ID,stim_chosen,typeOfChoice,highChosen,riskChosen,forced,choices,win,correct,risky,trial,trial_cont,trial_id,trial_n,trigger_integer,new_block,trialIndex
overestimator,underestimator,21,3,2,1,1,0.778997999999774,83,21,1,1,NA,1,0,0,1,NA,1,3,3,363,3,21,0,3
overestimator,underestimator,31,3,3,1,0,1.05558099999962,52,21,3,2,0,NA,0,1,NA,0,NA,4,4,364,4,31,0,4
overestimator,underestimator,23,3,2,3,0,1.3618212999999741,59,21,2,4,1,NA,0,1,NA,1,NA,5,5,365,5,23,0,5
overestimator,underestimator,23,3,2,3,1,0.9498917999999321,39,21,3,4,0,NA,0,0,NA,0,NA,6,6,366,6,23,0,6
overestimator,underestimator,21,3,2,1,1,1.0786881999993057,41,21,1,1,NA,1,0,0,1,NA,1,7,7,367,7,21,0,7
overestimator,underestimator,31,3,3,1,0,0.9737267000000429,53,21,3,2,0,NA,0,1,NA,0,NA,8,8,368,8,31,0,8
overestimator,underestimator,13,3,1,3,1,1.2912812999993548,64,21,3,2,0,NA,0,0,NA,0,NA,9,9,369,9,13,0,9
overestimator,underestimator,31,3,3,1,0,0.7920829000004233,31,21,3,2,0,NA,0,1,NA,0,NA,10,10,370,10,31,0,10
overestimator,underestimator,41,3,4,1,0,0.9793398000001616,39,21,4,3,0,NA,0,1,NA,0,NA,11,11,371,11,41,0,11
overestimator,underestimator,13,3,1,3,0,1.1341381000002002,52,21,1,2,1,NA,0,1,NA,1,NA,12,12,372,12,13,0,12
overestimator,underestimator,24,3,2,4,1,0.8991857999999411,43,21,4,5,0,NA,0,0,NA,0,NA,13,13,373,13,24,0,13
overestimator,underestimator,41,3,4,1,1,0.8624129999998331,43,21,1,3,1,NA,0,0,NA,1,NA,14,14,374,14,41,0,14
overestimator,underestimator,13,3,1,3,0,1.277632000000267,77,21,1,2,1,NA,0,1,NA,1,NA,15,15,375,15,13,0,15
overestimator,underestimator,41,3,4,1,1,1.067248400000608,39,21,1,3,1,NA,0,0,NA,1,NA,16,16,376,16,41,0,16
overestimator,underestimator,42,3,4,2,0,0.8203750000002401,46,21,4,5,0,NA,0,1,NA,0,NA,17,17,377,17,42,0,17
overestimator,underestimator,24,3,2,4,0,0.5702363999998852,48,21,2,5,1,NA,0,1,NA,1,NA,18,18,378,18,24,0,18
overestimator,underestimator,34,3,3,4,0,0.8672448000006625,69,21,3,6,NA,1,0,1,-1,NA,1,19,19,379,19,34,0,19
overestimator,underestimator,12,3,1,2,1,0.9462825000000521,53,21,2,1,NA,0,0,0,1,NA,0,20,20,380,20,12,0,20
overestimator,underestimator,32,3,3,2,0,0.6156782999996722,25,21,3,4,0,NA,0,1,NA,0,NA,21,21,381,21,32,0,21
overestimator,underestimator,42,3,4,2,0,1.3082172000003993,38,21,4,5,0,NA,0,1,NA,0,NA,22,22,382,22,42,0,22
overestimator,underestimator,41,3,4,1,1,0.7590799999998126,71,21,1,3,1,NA,0,0,NA,1,NA,23,23,383,23,41,0,23
overestimator,underestimator,41,3,4,1,1,0.5670859000001656,66,21,1,3,1,NA,0,0,NA,1,NA,24,24,384,24,41,0,24
overestimator,underestimator,23,3,2,3,0,1.1809822000004715,55,21,2,4,1,NA,0,1,NA,1,NA,25,25,385,25,23,0,25
overestimator,underestimator,31,3,3,1,1,0.8429555000002438,76,21,1,2,1,NA,0,0,NA,1,NA,26,26,386,26,31,0,26
overestimator,underestimator,32,3,3,2,1,1.029853500000172,64,21,2,4,1,NA,0,0,NA,1,NA,27,27,387,27,32,0,27
overestimator,underestimator,34,3,3,4,1,1.8265604999996867,33,21,4,6,NA,0,0,0,-1,NA,0,28,28,388,28,34,0,28
overestimator,underestimator,32,3,3,2,1,0.9423738999994384,63,21,2,4,1,NA,0,0,NA,1,NA,29,29,389,29,32,0,29
overestimator,underestimator,32,3,3,2,1,0.3922867999999653,58,21,2,4,1,NA,0,0,NA,1,NA,30,30,390,30,32,0,30
overestimator,underestimator,31,3,3,1,1,1.1542914000001474,86,21,1,2,1,NA,0,0,NA,1,NA,31,31,391,31,31,0,31
overestimator,underestimator,12,3,1,2,0,1.1588520000004792,64,21,1,1,NA,1,0,1,1,NA,1,32,32,392,32,12,0,32
overestimator,underestimator,12,3,1,2,0,0.5585871000002953,54,21,1,1,NA,1,0,1,1,NA,1,33,33,393,33,12,0,33
overestimator,underestimator,14,3,1,4,0,0.6566266999998334,89,21,1,3,1,NA,0,1,NA,1,NA,34,34,394,34,14,0,34
overestimator,underestimator,14,3,1,4,0,0.5042639000002964,84,21,1,3,1,NA,0,1,NA,1,NA,35,35,395,35,14,0,35
overestimator,underestimator,42,3,4,2,1,1.1066565999999511,52,21,2,5,1,NA,0,0,NA,1,NA,36,36,396,36,42,0,36
overestimator,underestimator,13,3,1,3,0,0.8915417999996862,87,21,1,2,1,NA,0,1,NA,1,NA,37,37,397,37,13,0,37
overestimator,underestimator,43,3,4,3,0,1.2032748999999967,31,21,4,6,NA,0,0,1,-1,NA,0,38,38,398,38,43,0,38
overestimator,underestimator,23,3,2,3,0,0.8190738000002966,54,21,2,4,1,NA,0,1,NA,1,NA,39,39,399,39,23,0,39
overestimator,underestimator,32,3,3,2,1,0.6974278000006962,62,21,2,4,1,NA,0,0,NA,1,NA,40,40,400,40,32,0,40
overestimator,underestimator,23,3,2,3,0,0.46741889999975683,65,21,2,4,1,NA,0,1,NA,1,NA,41,41,401,41,23,0,41
overestimator,underestimator,41,3,4,1,1,0.5673699999997552,37,21,1,3,1,NA,0,0,NA,1,NA,42,42,402,42,41,0,42
overestimator,underestimator,31,3,3,1,1,0.5538216999993892,56,21,1,2,1,NA,0,0,NA,1,NA,43,43,403,43,31,0,43
overestimator,underestimator,12,3,1,2,0,0.9043867000000319,46,21,1,1,NA,1,0,1,1,NA,1,44,44,404,44,12,0,44
overestimator,underestimator,31,3,3,1,1,0.5788453000004665,40,21,1,2,1,NA,0,0,NA,1,NA,45,45,405,45,31,0,45
overestimator,underestimator,32,3,3,2,1,1.2503987999998571,60,21,2,4,1,NA,0,0,NA,1,NA,46,46,406,46,32,0,46
overestimator,underestimator,12,3,1,2,0,0.44232710000051156,73,21,1,1,NA,1,0,1,1,NA,1,47,47,407,47,12,0,47
overestimator,underestimator,32,3,3,2,1,0.667483700000048,60,21,2,4,1,NA,0,0,NA,1,NA,48,48,408,48,32,0,48
overestimator,underestimator,43,3,4,3,0,0.9328170000007958,43,21,4,6,NA,0,0,1,-1,NA,0,49,49,409,49,43,0,49
overestimator,underestimator,24,3,2,4,0,0.754070099999808,52,21,2,5,1,NA,0,1,NA,1,NA,50,50,410,50,24,0,50
overestimator,underestimator,34,3,3,4,0,0.7642667000000074,40,21,3,6,NA,1,0,1,-1,NA,1,51,51,411,51,34,0,51
overestimator,underestimator,13,3,1,3,0,0.607301600000028,34,21,1,2,1,NA,0,1,NA,1,NA,52,52,412,52,13,0,52
overestimator,underestimator,14,3,1,4,0,0.5438796999997066,29,21,1,3,1,NA,0,1,NA,1,NA,53,53,413,53,14,0,53
overestimator,underestimator,13,3,1,3,1,0.7774297999994815,55,21,3,2,0,NA,0,0,NA,0,NA,54,54,414,54,13,0,54
overestimator,underestimator,12,3,1,2,1,0.9777785999995103,56,21,2,1,NA,0,0,0,1,NA,0,55,55,415,55,12,0,55
overestimator,underestimator,21,3,2,1,1,0.791971999999987,75,21,1,1,NA,1,0,0,1,NA,1,56,56,416,56,21,0,56
overestimator,underestimator,32,3,3,2,0,1.1807155000005878,23,21,3,4,0,NA,0,1,NA,0,NA,57,57,417,57,32,0,57
overestimator,underestimator,41,3,4,1,0,0.9657176000000618,46,21,4,3,0,NA,0,1,NA,0,NA,58,58,418,58,41,0,58
overestimator,underestimator,21,3,2,1,1,1.3101393999995707,57,21,1,1,NA,1,0,0,1,NA,1,59,59,419,59,21,0,59
overestimator,underestimator,43,3,4,3,0,1.328136799999811,32,21,4,6,NA,0,0,1,-1,NA,0,60,60,420,60,43,0,60
overestimator,underestimator,34,3,3,4,0,1.0451245000003837,53,21,3,6,NA,1,0,1,-1,NA,1,61,61,421,61,34,0,61
overestimator,underestimator,24,3,2,4,0,1.3920202999997855,58,21,2,5,1,NA,0,1,NA,1,NA,62,62,422,62,24,0,62
overestimator,underestimator,34,3,3,4,0,1.265832500000215,44,21,3,6,NA,1,0,1,-1,NA,1,63,63,423,63,34,0,63
overestimator,underestimator,23,3,2,3,0,1.3185889999995197,61,21,2,4,1,NA,0,1,NA,1,NA,64,64,424,64,23,0,64
overestimator,underestimator,34,3,3,4,0,1.178564699999697,38,21,3,6,NA,1,0,1,-1,NA,1,65,65,425,65,34,0,65
overestimator,underestimator,24,3,2,4,1,1.1153864999996586,49,21,4,5,0,NA,0,0,NA,0,NA,66,66,426,66,24,0,66
overestimator,underestimator,14,3,1,4,1,1.29179909999948,42,21,4,3,0,NA,0,0,NA,0,NA,67,67,427,67,14,0,67
overestimator,underestimator,24,3,2,4,0,0.8988711000001786,51,21,2,5,1,NA,0,1,NA,1,NA,68,68,428,68,24,0,68
overestimator,underestimator,34,3,3,4,0,0.9663378999994165,28,21,3,6,NA,1,0,1,-1,NA,1,69,69,429,69,34,0,69
overestimator,underestimator,34,3,3,4,1,0.49529419999998936,41,21,4,6,NA,0,0,0,-1,NA,0,70,70,430,70,34,0,70
overestimator,underestimator,32,3,3,2,1,1.1279383999999482,61,21,2,4,1,NA,0,0,NA,1,NA,71,71,431,71,32,0,71
overestimator,underestimator,42,3,4,2,1,1.043025499999203,62,21,2,5,1,NA,0,0,NA,1,NA,72,72,432,72,42,0,72
overestimator,underestimator,42,3,4,2,1,0.5923278000000209,60,21,2,5,1,NA,0,0,NA,1,NA,73,73,433,73,42,0,73
overestimator,underestimator,13,3,1,3,0,0.9170258000003741,33,21,1,2,1,NA,0,1,NA,1,NA,74,74,434,74,13,0,74
overestimator,underestimator,23,3,2,3,1,1.1520083000004888,60,21,3,4,0,NA,0,0,NA,0,NA,75,75,435,75,23,0,75
overestimator,underestimator,42,3,4,2,0,1.0769541999998182,38,21,4,5,0,NA,0,1,NA,0,NA,76,76,436,76,42,0,76
overestimator,underestimator,14,3,1,4,1,1.0441248999995878,44,21,4,3,0,NA,0,0,NA,0,NA,77,77,437,77,14,0,77
overestimator,underestimator,21,3,2,1,1,1.2325560999997833,79,21,1,1,NA,1,0,0,1,NA,1,78,78,438,78,21,0,78
overestimator,underestimator,41,3,4,1,1,1.1287832000007256,62,21,1,3,1,NA,0,0,NA,1,NA,79,79,439,79,41,0,79
overestimator,underestimator,34,3,3,4,0,1.079417700000704,40,21,3,6,NA,1,0,1,-1,NA,1,80,80,440,80,34,0,80
overestimator,underestimator,13,3,1,3,1,0.7287832000001799,56,21,3,2,0,NA,0,0,NA,0,NA,81,81,441,81,13,0,81
overestimator,underestimator,23,3,2,3,1,1.3849092000000383,13,21,3,4,0,NA,0,0,NA,0,NA,82,82,442,82,23,0,82
overestimator,underestimator,42,3,4,2,0,1.4945373999998992,34,21,4,5,0,NA,0,1,NA,0,NA,83,83,443,83,42,0,83
overestimator,underestimator,34,3,3,4,1,0.9173762000000352,36,21,4,6,NA,0,0,0,-1,NA,0,84,84,444,84,34,0,84
overestimator,underestimator,41,3,4,1,1,0.8668406000006144,61,21,1,3,1,NA,0,0,NA,1,NA,85,85,445,85,41,0,85
overestimator,underestimator,23,3,2,3,1,1.5069393000003402,66,21,3,4,0,NA,0,0,NA,0,NA,86,86,446,86,23,0,86
overestimator,underestimator,21,3,2,1,0,1.5070220999996309,65,21,2,1,NA,0,0,1,1,NA,0,87,87,447,87,21,0,87
overestimator,underestimator,13,3,1,3,1,0.6418173000001843,46,21,3,2,0,NA,0,0,NA,0,NA,88,88,448,88,13,0,88
overestimator,underestimator,24,3,2,4,0,1.4792951999997968,54,21,2,5,1,NA,0,1,NA,1,NA,89,89,449,89,24,0,89
overestimator,underestimator,43,3,4,3,1,1.542536499999187,35,21,3,6,NA,1,0,0,-1,NA,1,90,90,450,90,43,0,90
overestimator,underestimator,24,3,2,4,0,1.116943999999421,69,21,2,5,1,NA,0,1,NA,1,NA,91,91,451,91,24,0,91
overestimator,underestimator,34,3,3,4,0,1.1301468999999997,29,21,3,6,NA,1,0,1,-1,NA,1,92,92,452,92,34,0,92
overestimator,underestimator,14,3,1,4,1,1.101386399999683,40,21,4,3,0,NA,0,0,NA,0,NA,93,93,453,93,14,0,93
overestimator,underestimator,23,3,2,3,1,0.8253489999997328,48,21,3,4,0,NA,0,0,NA,0,NA,94,94,454,94,23,0,94
overestimator,underestimator,14,3,1,4,0,0.870216999999684,38,21,1,3,1,NA,0,1,NA,1,NA,95,95,455,95,14,0,95
overestimator,underestimator,41,3,4,1,0,0.6023319000005358,33,21,4,3,0,NA,0,1,NA,0,NA,96,96,456,96,41,0,96
overestimator,underestimator,14,3,1,4,0,0.929493999999977,50,21,1,3,1,NA,0,1,NA,1,NA,97,97,457,97,14,0,97
overestimator,underestimator,21,3,2,1,1,0.8366926000007879,69,21,1,1,NA,1,0,0,1,NA,1,98,98,458,98,21,0,98
overestimator,underestimator,12,3,1,2,0,0.7343336000003546,50,21,1,1,NA,1,0,1,1,NA,1,99,99,459,99,12,0,99
overestimator,underestimator,23,3,2,3,1,0.6240658999995503,59,21,3,4,0,NA,0,0,NA,0,NA,100,100,460,100,23,0,100
overestimator,underestimator,32,3,3,2,1,1.4519152000002578,68,21,2,4,1,NA,0,0,NA,1,NA,101,101,461,101,32,0,101
overestimator,underestimator,12,3,1,2,1,1.2239638000000923,55,21,2,1,NA,0,0,0,1,NA,0,102,102,462,102,12,0,102
overestimator,underestimator,14,3,1,4,0,1.747719799999686,65,21,1,3,1,NA,0,1,NA,1,NA,103,103,463,103,14,0,103
overestimator,underestimator,42,3,4,2,0,1.441728900000271,35,21,4,5,0,NA,0,1,NA,0,NA,104,104,464,104,42,0,104
overestimator,underestimator,43,3,4,3,1,1.37827820000075,37,21,3,6,NA,1,0,0,-1,NA,1,105,105,465,105,43,0,105
overestimator,underestimator,42,3,4,2,1,1.143102099999851,51,21,2,5,1,NA,0,0,NA,1,NA,106,106,466,106,42,0,106
overestimator,underestimator,12,3,1,2,0,1.391997800000354,47,21,1,1,NA,1,0,1,1,NA,1,107,107,467,107,12,0,107
overestimator,underestimator,32,3,3,2,0,1.0773404000001392,27,21,3,4,0,NA,0,1,NA,0,NA,108,108,468,108,32,0,108
overestimator,underestimator,13,3,1,3,1,1.304747099999986,24,21,3,2,0,NA,0,0,NA,0,NA,109,109,469,109,13,0,109
overestimator,underestimator,21,3,2,1,0,0.9368795000000318,61,21,2,1,NA,0,0,1,1,NA,0,110,110,470,110,21,0,110
overestimator,underestimator,31,3,3,1,1,0.5296416000001045,45,21,1,2,1,NA,0,0,NA,1,NA,111,111,471,111,31,0,111
overestimator,underestimator,21,3,2,1,1,1.3800505999997768,36,21,1,1,NA,1,0,0,1,NA,1,112,112,472,112,21,0,112
overestimator,underestimator,43,3,4,3,0,1.3333423000003677,47,21,4,6,NA,0,0,1,-1,NA,0,113,113,473,113,43,0,113
overestimator,underestimator,43,3,4,3,1,0.591218000000481,37,21,3,6,NA,1,0,0,-1,NA,1,114,114,474,114,43,0,114
overestimator,underestimator,23,3,2,3,1,1.588796299999558,30,21,3,4,0,NA,0,0,NA,0,NA,115,115,475,115,23,0,115
overestimator,underestimator,14,3,1,4,0,1.1421065999993516,72,21,1,3,1,NA,0,1,NA,1,NA,116,116,476,116,14,0,116
overestimator,underestimator,23,3,2,3,0,1.2160917999999583,58,21,2,4,1,NA,0,1,NA,1,NA,117,117,477,117,23,0,117
overestimator,underestimator,21,3,2,1,0,0.9041972000004534,72,21,2,1,NA,0,0,1,1,NA,0,118,118,478,118,21,0,118
overestimator,underestimator,43,3,4,3,1,1.1917867000001934,22,21,3,6,NA,1,0,0,-1,NA,1,119,119,479,119,43,0,119
overestimator,underestimator,41,3,4,1,1,1.3239569999996093,81,21,1,3,1,NA,0,0,NA,1,NA,120,120,480,120,41,0,120
overestimator,underestimator,21,3,2,1,0,1.0172693000004074,56,21,2,1,NA,0,0,1,1,NA,0,121,121,481,121,21,0,121
overestimator,underestimator,31,3,3,1,1,1.3181324000006498,68,21,1,2,1,NA,0,0,NA,1,NA,122,122,482,122,31,0,122
overestimator,underestimator,32,3,3,2,1,1.8245539999998073,57,21,2,4,1,NA,0,0,NA,1,NA,123,123,483,123,32,0,123
overestimator,underestimator,14,3,1,4,0,1.039844699999776,68,21,1,3,1,NA,0,1,NA,1,NA,124,124,484,124,14,0,124
overestimator,underestimator,31,3,3,1,1,0.6318929999997636,55,21,1,2,1,NA,0,0,NA,1,NA,125,125,485,125,31,0,125
overestimator,underestimator,41,3,4,1,1,1.495809800000643,58,21,1,3,1,NA,0,0,NA,1,NA,126,126,486,126,41,0,126
overestimator,underestimator,13,3,1,3,0,0.9926190999995015,82,21,1,2,1,NA,0,1,NA,1,NA,127,127,487,127,13,0,127
overestimator,underestimator,43,3,4,3,0,1.2664324000006673,40,21,4,6,NA,0,0,1,-1,NA,0,128,128,488,128,43,0,128
overestimator,underestimator,34,3,3,4,0,1.4201801000008345,33,21,3,6,NA,1,0,1,-1,NA,1,129,129,489,129,34,0,129
overestimator,underestimator,43,3,4,3,0,1.3367112000005363,41,21,4,6,NA,0,0,1,-1,NA,0,130,130,490,130,43,0,130
overestimator,underestimator,42,3,4,2,1,1.6224492999999711,66,21,2,5,1,NA,0,0,NA,1,NA,131,131,491,131,42,0,131
overestimator,underestimator,42,3,4,2,1,0.8931038999999146,61,21,2,5,1,NA,0,0,NA,1,NA,132,132,492,132,42,0,132
overestimator,underestimator,32,3,3,2,1,1.892670299999736,64,21,2,4,1,NA,0,0,NA,1,NA,133,133,493,133,32,0,133
overestimator,underestimator,42,3,4,2,1,1.4911034999995536,51,21,2,5,1,NA,0,0,NA,1,NA,134,134,494,134,42,0,134
overestimator,underestimator,32,3,3,2,1,0.9112174000001687,58,21,2,4,1,NA,0,0,NA,1,NA,135,135,495,135,32,0,135
overestimator,underestimator,43,3,4,3,0,0.9416682999999466,44,21,4,6,NA,0,0,1,-1,NA,0,136,136,496,136,43,0,136
overestimator,underestimator,13,3,1,3,0,0.9540036999997028,77,21,1,2,1,NA,0,1,NA,1,NA,137,137,497,137,13,0,137
overestimator,underestimator,13,3,1,3,0,0.4663257000001977,53,21,1,2,1,NA,0,1,NA,1,NA,138,138,498,138,13,0,138
overestimator,underestimator,43,3,4,3,1,1.1824306999997134,7,21,3,6,NA,1,0,0,-1,NA,1,139,139,499,139,43,0,139
overestimator,underestimator,24,3,2,4,0,1.1573883000000933,67,21,2,5,1,NA,0,1,NA,1,NA,140,140,500,140,24,0,140
overestimator,underestimator,14,3,1,4,0,0.7335727999998198,66,21,1,3,1,NA,0,1,NA,1,NA,141,141,501,141,14,0,141
overestimator,underestimator,34,3,3,4,1,0.6785820000004605,39,21,4,6,NA,0,0,0,-1,NA,0,142,142,502,142,34,0,142
overestimator,underestimator,24,3,2,4,0,1.1662566000004517,69,21,2,5,1,NA,0,1,NA,1,NA,143,143,503,143,24,0,143
overestimator,underestimator,13,3,1,3,0,0.99458869999944,49,21,1,2,1,NA,0,1,NA,1,NA,144,144,504,144,13,0,144
overestimator,underestimator,31,3,3,1,1,0.6288467000003948,67,21,1,2,1,NA,0,0,NA,1,NA,145,145,505,145,31,0,145
overestimator,underestimator,42,3,4,2,1,1.0285938999995778,68,21,2,5,1,NA,0,0,NA,1,NA,146,146,506,146,42,0,146
overestimator,underestimator,13,3,1,3,0,0.7824155999996947,75,21,1,2,1,NA,0,1,NA,1,NA,147,147,507,147,13,0,147
overestimator,underestimator,12,3,1,2,0,1.7476181000001816,48,21,1,1,NA,1,0,1,1,NA,1,148,148,508,148,12,0,148
overestimator,underestimator,12,3,1,2,1,0.654972600000292,62,21,2,1,NA,0,0,0,1,NA,0,149,149,509,149,12,0,149
overestimator,underestimator,31,3,3,1,1,0.7319603000005372,44,21,1,2,1,NA,0,0,NA,1,NA,150,150,510,150,31,0,150
overestimator,underestimator,31,3,3,1,1,0.44880279999961203,47,21,1,2,1,NA,0,0,NA,1,NA,151,151,511,151,31,0,151
overestimator,underestimator,31,3,3,1,0,0.9083436999999321,55,21,3,2,0,NA,0,1,NA,0,NA,152,152,512,152,31,0,152
overestimator,underestimator,14,3,1,4,1,1.4286707999999635,43,21,4,3,0,NA,0,0,NA,0,NA,153,153,513,153,14,0,153
overestimator,underestimator,23,3,2,3,0,1.1174172000000908,64,21,2,4,1,NA,0,1,NA,1,NA,154,154,514,154,23,0,154
overestimator,underestimator,31,3,3,1,1,0.9685552999999345,32,21,1,2,1,NA,0,0,NA,1,NA,155,155,515,155,31,0,155
overestimator,underestimator,12,3,1,2,1,1.2095052000004216,56,21,2,1,NA,0,0,0,1,NA,0,156,156,516,156,12,0,156
overestimator,underestimator,24,3,2,4,0,1.328532699999414,62,21,2,5,1,NA,0,1,NA,1,NA,157,157,517,157,24,0,157
overestimator,underestimator,21,3,2,1,0,0.9277861000000485,71,21,2,1,NA,0,0,1,1,NA,0,158,158,518,158,21,0,158
overestimator,underestimator,24,3,2,4,0,1.1875975000002654,59,21,2,5,1,NA,0,1,NA,1,NA,159,159,519,159,24,0,159
overestimator,underestimator,41,3,4,1,1,1.067496100000426,74,21,1,3,1,NA,0,0,NA,1,NA,160,160,520,160,41,0,160
overestimator,underestimator,12,3,1,2,0,1.1413769000000684,62,21,1,1,NA,1,0,1,1,NA,1,161,161,521,161,12,0,161
overestimator,underestimator,21,3,2,1,1,0.6664688000000751,31,21,1,1,NA,1,0,0,1,NA,1,162,162,522,162,21,0,162
overestimator,underestimator,23,3,2,3,0,0.8004130999997869,63,21,2,4,1,NA,0,1,NA,1,NA,163,163,523,163,23,0,163
overestimator,underestimator,14,3,1,4,0,0.7195130999998582,69,21,1,3,1,NA,0,1,NA,1,NA,164,164,524,164,14,0,164
overestimator,underestimator,21,3,2,1,1,0.8870214999997188,43,21,1,1,NA,1,0,0,1,NA,1,165,165,525,165,21,0,165
overestimator,underestimator,24,3,2,4,0,0.892624899999646,54,21,2,5,1,NA,0,1,NA,1,NA,166,166,526,166,24,0,166
overestimator,underestimator,21,3,2,1,0,0.8034969999998793,64,21,2,1,NA,0,0,1,1,NA,0,167,167,527,167,21,0,167
overestimator,underestimator,34,3,3,4,1,0.7542450000000827,36,21,4,6,NA,0,0,0,-1,NA,0,168,168,528,168,34,0,168
overestimator,underestimator,43,3,4,3,0,0.940489699999489,31,21,4,6,NA,0,0,1,-1,NA,0,169,169,529,169,43,0,169
overestimator,underestimator,32,3,3,2,1,0.8768301000000065,67,21,2,4,1,NA,0,0,NA,1,NA,170,170,530,170,32,0,170
overestimator,underestimator,12,3,1,2,0,0.8338579999999638,70,21,1,1,NA,1,0,1,1,NA,1,171,171,531,171,12,0,171
overestimator,underestimator,43,3,4,3,0,0.9546524999996109,35,21,4,6,NA,0,0,1,-1,NA,0,172,172,532,172,43,0,172
overestimator,underestimator,34,3,3,4,0,1.0518191000001025,57,21,3,6,NA,1,0,1,-1,NA,1,173,173,533,173,34,0,173
overestimator,underestimator,24,3,2,4,1,0.5797106999998505,47,21,4,5,0,NA,0,0,NA,0,NA,174,174,534,174,24,0,174
overestimator,underestimator,24,3,2,4,0,0.5562393999998676,56,21,2,5,1,NA,0,1,NA,1,NA,175,175,535,175,24,0,175
overestimator,underestimator,43,3,4,3,1,1.1291185000000041,42,21,3,6,NA,1,0,0,-1,NA,1,176,176,536,176,43,0,176
overestimator,underestimator,41,3,4,1,1,0.8032127999995282,91,21,1,3,1,NA,0,0,NA,1,NA,177,177,537,177,41,0,177
overestimator,underestimator,42,3,4,2,1,0.7369554999995671,57,21,2,5,1,NA,0,0,NA,1,NA,178,178,538,178,42,0,178
overestimator,underestimator,41,3,4,1,1,0.5540162999996028,52,21,1,3,1,NA,0,0,NA,1,NA,179,179,539,179,41,0,179
overestimator,underestimator,42,3,4,2,1,1.4627388999997493,55,21,2,5,1,NA,0,0,NA,1,NA,180,180,540,180,42,0,180
overestimator,underestimator,23,1,2,3,1,0.9037585000000945,32,22,3,4,0,NA,0,0,NA,0,NA,1,1,1,1,23,-2,1
overestimator,underestimator,21,1,2,1,1,1.306344000000081,89,22,1,1,NA,1,0,0,1,NA,1,2,2,2,2,21,0,2
overestimator,underestimator,42,1,4,2,1,1.651116600000023,61,22,2,5,1,NA,0,0,NA,1,NA,3,3,3,3,42,0,3
overestimator,underestimator,32,1,3,2,1,1.7356707000003553,62,22,2,4,1,NA,0,0,NA,1,NA,4,4,4,4,32,0,4
overestimator,underestimator,43,1,4,3,0,1.9175445000000764,37,22,4,6,NA,0,0,1,-1,NA,0,5,5,5,5,43,0,5
overestimator,underestimator,34,1,3,4,0,1.7348257999997259,64,22,3,6,NA,1,0,1,-1,NA,1,6,6,6,6,34,0,6
overestimator,underestimator,24,1,2,4,0,1.510733000000073,60,22,2,5,1,NA,0,1,NA,1,NA,7,7,7,7,24,0,7
overestimator,underestimator,43,1,4,3,1,1.525846300000012,35,22,3,6,NA,1,0,0,-1,NA,1,8,8,8,8,43,0,8
overestimator,underestimator,31,1,3,1,1,1.0040396999997938,37,22,1,2,1,NA,0,0,NA,1,NA,9,9,9,9,31,0,9
overestimator,underestimator,31,1,3,1,0,1.4615397000002304,25,22,3,2,0,NA,0,1,NA,0,NA,10,10,10,10,31,0,10
overestimator,underestimator,42,1,4,2,0,1.3450277000001734,32,22,4,5,0,NA,0,1,NA,0,NA,11,11,11,11,42,0,11
overestimator,underestimator,31,1,3,1,1,1.5432025000000067,45,22,1,2,1,NA,0,0,NA,1,NA,12,12,12,12,31,0,12
overestimator,underestimator,42,1,4,2,1,1.3245176000000356,69,22,2,5,1,NA,0,0,NA,1,NA,13,13,13,13,42,0,13
overestimator,underestimator,12,1,1,2,1,1.369922200000019,56,22,2,1,NA,0,0,0,1,NA,0,14,14,14,14,12,0,14
overestimator,underestimator,42,1,4,2,1,1.2619070000000647,58,22,2,5,1,NA,0,0,NA,1,NA,15,15,15,15,42,0,15
overestimator,underestimator,31,1,3,1,1,1.717180499999813,57,22,1,2,1,NA,0,0,NA,1,NA,16,16,16,16,31,0,16
overestimator,underestimator,43,1,4,3,0,1.0678686000001107,38,22,4,6,NA,0,0,1,-1,NA,0,17,17,17,17,43,0,17
overestimator,underestimator,23,1,2,3,0,0.9425089999999727,51,22,2,4,1,NA,0,1,NA,1,NA,18,18,18,18,23,0,18
overestimator,underestimator,31,1,3,1,1,0.8340600999999879,63,22,1,2,1,NA,0,0,NA,1,NA,19,19,19,19,31,0,19
overestimator,underestimator,12,1,1,2,0,1.0725453999998535,82,22,1,1,NA,1,0,1,1,NA,1,20,20,20,20,12,0,20
overestimator,underestimator,12,1,1,2,0,0.5928879999996752,27,22,1,1,NA,1,0,1,1,NA,1,21,21,21,21,12,0,21
overestimator,underestimator,23,1,2,3,0,0.616531600000144,60,22,2,4,1,NA,0,1,NA,1,NA,22,22,22,22,23,0,22
overestimator,underestimator,13,1,1,3,0,1.2038673000001836,73,22,1,2,1,NA,0,1,NA,1,NA,23,23,23,23,13,0,23
overestimator,underestimator,12,1,1,2,1,1.1290992999997798,70,22,2,1,NA,0,0,0,1,NA,0,24,24,24,24,12,0,24
overestimator,underestimator,34,1,3,4,1,1.3510589999996228,41,22,4,6,NA,0,0,0,-1,NA,0,25,25,25,25,34,0,25
overestimator,underestimator,23,1,2,3,0,0.9472682000000532,66,22,2,4,1,NA,0,1,NA,1,NA,26,26,26,26,23,0,26
overestimator,underestimator,14,1,1,4,0,1.018246900000122,63,22,1,3,1,NA,0,1,NA,1,NA,27,27,27,27,14,0,27
